cube32_cluster0	['cube33_cluster1', 'cube34_cluster0', 'cube41_cluster0', 'cube41_cluster1', 'cube42_cluster0', 'cube42_cluster1', 'cube43_cluster1', 'cube51_cluster1', 'cube52_cluster0', 'cube52_cluster1', 'cube53_cluster0']
cube32_cluster1	['cube33_cluster1', 'cube40_cluster0', 'cube41_cluster0', 'cube41_cluster1', 'cube42_cluster0', 'cube50_cluster0', 'cube51_cluster0', 'cube51_cluster1', 'cube52_cluster1']
cube33_cluster0	['cube34_cluster0', 'cube34_cluster1', 'cube42_cluster1', 'cube43_cluster0', 'cube43_cluster1', 'cube52_cluster0', 'cube53_cluster0']
cube33_cluster1	['cube34_cluster0', 'cube40_cluster0', 'cube41_cluster0', 'cube41_cluster1', 'cube42_cluster0', 'cube42_cluster1', 'cube43_cluster0', 'cube43_cluster1', 'cube50_cluster0', 'cube51_cluster0', 'cube51_cluster1', 'cube52_cluster0', 'cube52_cluster1', 'cube53_cluster0']
cube34_cluster0	['cube41_cluster0', 'cube41_cluster1', 'cube42_cluster0', 'cube42_cluster1', 'cube43_cluster0', 'cube43_cluster1', 'cube51_cluster1', 'cube52_cluster0', 'cube52_cluster1', 'cube53_cluster0']
cube34_cluster1	['cube42_cluster1', 'cube43_cluster0']
cube35_cluster0	['cube36_cluster0']
cube35_cluster1	['cube36_cluster1']
cube37_cluster0	['cube38_cluster1', 'cube47_cluster1', 'cube48_cluster1', 'cube57_cluster1', 'cube58_cluster0']
cube37_cluster1	['cube38_cluster1', 'cube47_cluster1', 'cube48_cluster1', 'cube57_cluster1', 'cube58_cluster0']
cube38_cluster0	['cube39_cluster0', 'cube39_cluster1', 'cube40_cluster1', 'cube48_cluster1', 'cube49_cluster0', 'cube49_cluster1', 'cube50_cluster1', 'cube58_cluster0', 'cube58_cluster1', 'cube59_cluster0', 'cube59_cluster1', 'cube60_cluster1']
cube38_cluster1	['cube47_cluster1', 'cube48_cluster1', 'cube57_cluster1', 'cube58_cluster0']
cube39_cluster0	['cube40_cluster1', 'cube48_cluster1', 'cube49_cluster0', 'cube49_cluster1', 'cube50_cluster1', 'cube58_cluster0', 'cube58_cluster1', 'cube59_cluster0', 'cube59_cluster1', 'cube60_cluster1']
cube39_cluster1	['cube40_cluster1', 'cube41_cluster1', 'cube48_cluster1', 'cube49_cluster1', 'cube50_cluster0', 'cube50_cluster1', 'cube51_cluster0', 'cube51_cluster1', 'cube59_cluster1', 'cube60_cluster0', 'cube60_cluster1', 'cube61_cluster0', 'cube61_cluster1']
cube40_cluster0	['cube41_cluster0', 'cube41_cluster1', 'cube42_cluster0', 'cube50_cluster0', 'cube51_cluster0', 'cube51_cluster1', 'cube52_cluster1', 'cube60_cluster0', 'cube61_cluster0', 'cube62_cluster0']
cube40_cluster1	['cube41_cluster1', 'cube48_cluster1', 'cube49_cluster1', 'cube50_cluster0', 'cube50_cluster1', 'cube51_cluster0', 'cube51_cluster1', 'cube58_cluster0', 'cube58_cluster1', 'cube59_cluster1', 'cube60_cluster0', 'cube60_cluster1', 'cube61_cluster0', 'cube61_cluster1']
cube41_cluster0	['cube42_cluster0', 'cube43_cluster1', 'cube50_cluster0', 'cube51_cluster1', 'cube52_cluster1', 'cube53_cluster0']
cube41_cluster1	['cube42_cluster0', 'cube42_cluster1', 'cube43_cluster1', 'cube49_cluster1', 'cube50_cluster0', 'cube50_cluster1', 'cube51_cluster0', 'cube51_cluster1', 'cube52_cluster0', 'cube52_cluster1', 'cube53_cluster0', 'cube53_cluster1', 'cube59_cluster1', 'cube60_cluster0', 'cube60_cluster1', 'cube61_cluster0', 'cube61_cluster1', 'cube62_cluster0', 'cube62_cluster1', 'cube63_cluster0']
cube42_cluster0	['cube43_cluster0', 'cube43_cluster1', 'cube50_cluster0', 'cube51_cluster0', 'cube51_cluster1', 'cube52_cluster0', 'cube52_cluster1', 'cube53_cluster0', 'cube53_cluster1', 'cube60_cluster0', 'cube61_cluster0', 'cube61_cluster1', 'cube62_cluster0', 'cube62_cluster1', 'cube63_cluster0', 'cube63_cluster1']
cube42_cluster1	['cube43_cluster0', 'cube43_cluster1', 'cube51_cluster1', 'cube52_cluster0', 'cube52_cluster1', 'cube53_cluster0', 'cube53_cluster1', 'cube62_cluster1', 'cube63_cluster1']
cube43_cluster1	['cube51_cluster1', 'cube52_cluster0', 'cube52_cluster1', 'cube53_cluster0', 'cube53_cluster1', 'cube61_cluster1', 'cube62_cluster1', 'cube63_cluster0', 'cube63_cluster1']
cube44_cluster0	['cube45_cluster0', 'cube45_cluster1', 'cube46_cluster0', 'cube54_cluster1', 'cube55_cluster0', 'cube55_cluster1', 'cube56_cluster0', 'cube64_cluster0', 'cube65_cluster0', 'cube65_cluster1', 'cube66_cluster1']
cube44_cluster1	['cube45_cluster0', 'cube46_cluster0', 'cube54_cluster0', 'cube54_cluster1', 'cube55_cluster0', 'cube56_cluster0', 'cube64_cluster0', 'cube64_cluster1', 'cube65_cluster1', 'cube66_cluster1']
cube45_cluster0	['cube46_cluster0', 'cube54_cluster0', 'cube54_cluster1', 'cube55_cluster0', 'cube55_cluster1', 'cube56_cluster0', 'cube64_cluster0', 'cube64_cluster1', 'cube65_cluster1', 'cube66_cluster1']
cube45_cluster1	['cube46_cluster0', 'cube46_cluster1', 'cube47_cluster1', 'cube54_cluster1', 'cube55_cluster1', 'cube56_cluster0', 'cube56_cluster1', 'cube57_cluster1', 'cube64_cluster0', 'cube65_cluster0', 'cube66_cluster0', 'cube66_cluster1', 'cube67_cluster1']
cube46_cluster0	['cube54_cluster1', 'cube55_cluster0', 'cube55_cluster1', 'cube56_cluster0', 'cube64_cluster0', 'cube65_cluster0', 'cube65_cluster1', 'cube66_cluster1']
cube46_cluster1	['cube47_cluster0', 'cube47_cluster1', 'cube48_cluster1', 'cube55_cluster1', 'cube56_cluster0', 'cube56_cluster1', 'cube57_cluster1', 'cube58_cluster0', 'cube65_cluster0', 'cube66_cluster0', 'cube66_cluster1', 'cube67_cluster0', 'cube67_cluster1', 'cube68_cluster0', 'cube68_cluster1']
cube47_cluster0	['cube48_cluster0', 'cube48_cluster1', 'cube49_cluster0', 'cube56_cluster1', 'cube57_cluster0', 'cube57_cluster1', 'cube58_cluster0', 'cube58_cluster1', 'cube59_cluster0', 'cube66_cluster0', 'cube67_cluster0', 'cube68_cluster0', 'cube68_cluster1', 'cube69_cluster1']
cube47_cluster1	['cube48_cluster1', 'cube55_cluster1', 'cube56_cluster1', 'cube57_cluster1', 'cube58_cluster0', 'cube65_cluster0', 'cube66_cluster0', 'cube67_cluster1']
cube48_cluster0	['cube49_cluster0', 'cube50_cluster1', 'cube57_cluster0', 'cube57_cluster1', 'cube58_cluster0', 'cube58_cluster1', 'cube59_cluster0', 'cube60_cluster1', 'cube67_cluster0', 'cube68_cluster1', 'cube69_cluster1', 'cube70_cluster0']
cube48_cluster1	['cube49_cluster0', 'cube49_cluster1', 'cube50_cluster1', 'cube56_cluster1', 'cube57_cluster0', 'cube57_cluster1', 'cube58_cluster0', 'cube58_cluster1', 'cube59_cluster0', 'cube59_cluster1', 'cube60_cluster1', 'cube66_cluster0', 'cube67_cluster0', 'cube68_cluster0', 'cube68_cluster1']
cube49_cluster0	['cube50_cluster1', 'cube57_cluster0', 'cube58_cluster0', 'cube58_cluster1', 'cube59_cluster0', 'cube59_cluster1', 'cube60_cluster1', 'cube67_cluster0', 'cube68_cluster1', 'cube69_cluster1', 'cube70_cluster0']
cube49_cluster1	['cube50_cluster0', 'cube50_cluster1', 'cube51_cluster0', 'cube51_cluster1', 'cube58_cluster0', 'cube58_cluster1', 'cube59_cluster0', 'cube59_cluster1', 'cube60_cluster0', 'cube60_cluster1', 'cube61_cluster0', 'cube61_cluster1', 'cube69_cluster0', 'cube70_cluster0', 'cube71_cluster0']
cube50_cluster0	['cube51_cluster0', 'cube51_cluster1', 'cube52_cluster1', 'cube59_cluster1', 'cube60_cluster0', 'cube61_cluster0', 'cube61_cluster1', 'cube62_cluster0', 'cube70_cluster0', 'cube71_cluster0', 'cube71_cluster1', 'cube72_cluster0']
cube50_cluster1	['cube51_cluster0', 'cube51_cluster1', 'cube58_cluster0', 'cube58_cluster1', 'cube59_cluster0', 'cube59_cluster1', 'cube60_cluster0', 'cube60_cluster1', 'cube61_cluster0', 'cube61_cluster1', 'cube68_cluster1', 'cube69_cluster0', 'cube69_cluster1', 'cube70_cluster0', 'cube71_cluster0']
cube51_cluster0	['cube52_cluster1', 'cube59_cluster1', 'cube60_cluster0', 'cube61_cluster0', 'cube61_cluster1', 'cube62_cluster0', 'cube69_cluster0', 'cube70_cluster0', 'cube71_cluster0', 'cube71_cluster1', 'cube72_cluster0']
cube51_cluster1	['cube52_cluster0', 'cube52_cluster1', 'cube53_cluster0', 'cube53_cluster1', 'cube59_cluster1', 'cube60_cluster0', 'cube60_cluster1', 'cube61_cluster1', 'cube62_cluster0', 'cube62_cluster1', 'cube63_cluster0', 'cube63_cluster1', 'cube70_cluster0', 'cube71_cluster1', 'cube72_cluster0', 'cube73_cluster0']
cube52_cluster0	['cube53_cluster0', 'cube53_cluster1', 'cube61_cluster1', 'cube62_cluster0', 'cube62_cluster1', 'cube63_cluster0', 'cube63_cluster1', 'cube71_cluster1', 'cube72_cluster0', 'cube73_cluster0', 'cube73_cluster1']
cube52_cluster1	['cube53_cluster0', 'cube53_cluster1', 'cube60_cluster0', 'cube61_cluster0', 'cube61_cluster1', 'cube62_cluster0', 'cube62_cluster1', 'cube63_cluster1', 'cube70_cluster0', 'cube71_cluster1', 'cube72_cluster0']
cube53_cluster1	['cube61_cluster1', 'cube62_cluster1', 'cube63_cluster0', 'cube63_cluster1', 'cube71_cluster1', 'cube72_cluster0', 'cube73_cluster0', 'cube73_cluster1']
cube54_cluster0	['cube55_cluster0', 'cube55_cluster1', 'cube56_cluster0', 'cube64_cluster1', 'cube65_cluster0', 'cube65_cluster1', 'cube66_cluster1']
cube54_cluster1	['cube55_cluster0', 'cube55_cluster1', 'cube56_cluster0', 'cube64_cluster0', 'cube65_cluster0', 'cube65_cluster1', 'cube66_cluster1']
cube55_cluster0	['cube56_cluster0', 'cube64_cluster0', 'cube64_cluster1', 'cube65_cluster1', 'cube66_cluster1']
cube55_cluster1	['cube56_cluster0', 'cube56_cluster1', 'cube57_cluster1', 'cube64_cluster0', 'cube64_cluster1', 'cube65_cluster0', 'cube65_cluster1', 'cube66_cluster0', 'cube66_cluster1', 'cube67_cluster1']
cube56_cluster0	['cube64_cluster0', 'cube64_cluster1', 'cube65_cluster0', 'cube65_cluster1', 'cube66_cluster1']
cube56_cluster1	['cube57_cluster0', 'cube57_cluster1', 'cube58_cluster0', 'cube65_cluster0', 'cube66_cluster0', 'cube66_cluster1', 'cube67_cluster0', 'cube67_cluster1', 'cube68_cluster0', 'cube68_cluster1', 'cube74_cluster0', 'cube74_cluster1', 'cube75_cluster1', 'cube76_cluster1']
cube57_cluster0	['cube58_cluster0', 'cube58_cluster1', 'cube59_cluster0', 'cube66_cluster0', 'cube67_cluster0', 'cube67_cluster1', 'cube68_cluster0', 'cube68_cluster1', 'cube69_cluster0', 'cube69_cluster1', 'cube74_cluster1', 'cube75_cluster0', 'cube75_cluster1', 'cube76_cluster0', 'cube76_cluster1', 'cube77_cluster1']
cube57_cluster1	['cube58_cluster0', 'cube65_cluster0', 'cube66_cluster0', 'cube67_cluster0', 'cube67_cluster1', 'cube68_cluster0', 'cube68_cluster1', 'cube74_cluster0', 'cube75_cluster1', 'cube76_cluster1']
cube58_cluster0	['cube59_cluster0', 'cube59_cluster1', 'cube60_cluster0', 'cube60_cluster1', 'cube66_cluster0', 'cube67_cluster0', 'cube67_cluster1', 'cube68_cluster0', 'cube68_cluster1', 'cube69_cluster0', 'cube69_cluster1', 'cube70_cluster0', 'cube74_cluster0', 'cube74_cluster1', 'cube75_cluster0', 'cube75_cluster1', 'cube76_cluster0', 'cube76_cluster1', 'cube77_cluster1', 'cube78_cluster0']
cube58_cluster1	['cube59_cluster0', 'cube59_cluster1', 'cube60_cluster1', 'cube67_cluster0', 'cube68_cluster1', 'cube69_cluster0', 'cube69_cluster1', 'cube70_cluster0', 'cube76_cluster0', 'cube77_cluster0']
cube59_cluster0	['cube60_cluster1', 'cube67_cluster0', 'cube68_cluster0', 'cube68_cluster1', 'cube69_cluster0', 'cube69_cluster1', 'cube70_cluster0', 'cube75_cluster0', 'cube76_cluster0', 'cube77_cluster0', 'cube77_cluster1']
cube59_cluster1	['cube60_cluster0', 'cube60_cluster1', 'cube61_cluster0', 'cube61_cluster1', 'cube68_cluster0', 'cube68_cluster1', 'cube69_cluster0', 'cube70_cluster0', 'cube71_cluster0', 'cube76_cluster1', 'cube77_cluster1', 'cube78_cluster0', 'cube79_cluster1']
cube60_cluster0	['cube61_cluster0', 'cube61_cluster1', 'cube62_cluster0', 'cube68_cluster0', 'cube69_cluster0', 'cube70_cluster0', 'cube70_cluster1', 'cube71_cluster0', 'cube71_cluster1', 'cube72_cluster0', 'cube72_cluster1', 'cube76_cluster1', 'cube77_cluster1', 'cube78_cluster0', 'cube79_cluster1', 'cube80_cluster0']
cube60_cluster1	['cube61_cluster1', 'cube68_cluster1', 'cube69_cluster0', 'cube69_cluster1', 'cube70_cluster0']
cube61_cluster0	['cube62_cluster0', 'cube69_cluster0', 'cube70_cluster0', 'cube70_cluster1', 'cube71_cluster0', 'cube71_cluster1', 'cube72_cluster0', 'cube72_cluster1', 'cube77_cluster1', 'cube78_cluster0', 'cube79_cluster1', 'cube80_cluster0']
cube61_cluster1	['cube62_cluster0', 'cube62_cluster1', 'cube63_cluster0', 'cube63_cluster1', 'cube70_cluster0', 'cube71_cluster1', 'cube72_cluster0', 'cube73_cluster0', 'cube79_cluster0', 'cube80_cluster1']
cube62_cluster0	['cube70_cluster0', 'cube70_cluster1', 'cube71_cluster0', 'cube71_cluster1', 'cube72_cluster0', 'cube72_cluster1', 'cube78_cluster0', 'cube79_cluster0', 'cube79_cluster1', 'cube80_cluster0', 'cube80_cluster1']
cube62_cluster1	['cube63_cluster0', 'cube63_cluster1', 'cube71_cluster1', 'cube72_cluster0', 'cube73_cluster0', 'cube73_cluster1']
cube63_cluster0	['cube71_cluster1', 'cube72_cluster0', 'cube73_cluster0', 'cube73_cluster1']
cube64_cluster0	['cube65_cluster0', 'cube65_cluster1', 'cube66_cluster1']
cube64_cluster1	['cube65_cluster0', 'cube65_cluster1', 'cube66_cluster1']
cube65_cluster0	['cube66_cluster0', 'cube66_cluster1', 'cube67_cluster1']
cube65_cluster1	['cube66_cluster1']
cube66_cluster0	['cube67_cluster0', 'cube67_cluster1', 'cube68_cluster0', 'cube68_cluster1', 'cube74_cluster0', 'cube74_cluster1', 'cube75_cluster1', 'cube76_cluster1']
cube67_cluster0	['cube68_cluster0', 'cube68_cluster1', 'cube69_cluster0', 'cube69_cluster1', 'cube74_cluster0', 'cube75_cluster0', 'cube75_cluster1', 'cube76_cluster0', 'cube76_cluster1', 'cube77_cluster1']
cube67_cluster1	['cube68_cluster0', 'cube69_cluster0', 'cube74_cluster0', 'cube74_cluster1', 'cube75_cluster0', 'cube75_cluster1', 'cube76_cluster0', 'cube76_cluster1', 'cube77_cluster1']
cube68_cluster0	['cube69_cluster0', 'cube69_cluster1', 'cube70_cluster0', 'cube74_cluster0', 'cube74_cluster1', 'cube75_cluster0', 'cube75_cluster1', 'cube76_cluster0', 'cube76_cluster1', 'cube77_cluster1', 'cube78_cluster0']
cube68_cluster1	['cube69_cluster0', 'cube69_cluster1', 'cube70_cluster0', 'cube75_cluster0', 'cube76_cluster0', 'cube77_cluster0', 'cube77_cluster1']
cube69_cluster0	['cube70_cluster0', 'cube71_cluster0', 'cube75_cluster0', 'cube76_cluster0', 'cube76_cluster1', 'cube77_cluster1', 'cube78_cluster0', 'cube79_cluster1']
cube69_cluster1	['cube70_cluster0', 'cube70_cluster1', 'cube71_cluster1', 'cube75_cluster0', 'cube76_cluster0', 'cube77_cluster0', 'cube77_cluster1', 'cube78_cluster1', 'cube79_cluster0']
cube70_cluster0	['cube71_cluster0', 'cube71_cluster1', 'cube72_cluster0', 'cube72_cluster1', 'cube76_cluster1', 'cube77_cluster1', 'cube78_cluster0', 'cube79_cluster1', 'cube80_cluster0']
cube70_cluster1	['cube71_cluster0', 'cube71_cluster1', 'cube72_cluster1', 'cube77_cluster0', 'cube78_cluster0', 'cube78_cluster1', 'cube79_cluster0', 'cube79_cluster1', 'cube80_cluster0', 'cube80_cluster1']
cube71_cluster0	['cube72_cluster1', 'cube77_cluster1', 'cube78_cluster0', 'cube78_cluster1', 'cube79_cluster1', 'cube80_cluster0', 'cube80_cluster1']
cube71_cluster1	['cube72_cluster0', 'cube72_cluster1', 'cube73_cluster0', 'cube77_cluster0', 'cube78_cluster1', 'cube79_cluster0', 'cube79_cluster1', 'cube80_cluster1']
cube72_cluster0	['cube73_cluster0', 'cube73_cluster1', 'cube79_cluster0', 'cube80_cluster1']
cube72_cluster1	['cube78_cluster0', 'cube78_cluster1', 'cube79_cluster1', 'cube80_cluster0', 'cube80_cluster1']
cube74_cluster0	['cube75_cluster1', 'cube76_cluster1']
cube74_cluster1	['cube75_cluster1', 'cube76_cluster1']
cube75_cluster0	['cube76_cluster0', 'cube76_cluster1', 'cube77_cluster1']
